latitude;longitude;Название;Описание;Адрес
56.857186;60.597279;Doner Burger;кафе быстрого питания;Стрелочников, 41 киоск
56.9944;60.465956;Жар-Ко;шашлычная;Советская, 2г
56.768329;60.606792;Киоск по продаже фастфудной продукции;;Санаторная, 15 киоск
56.92229;60.765253;#ВкусноТУТ;;Режевской тракт 15 км, 1/1
56.717239;60.831075;Магазин корейских салатов;ИП Хван Н.Ю.;ТК Славянка, Пролетарская, 82/6, 1 этаж
56.829856;60.563078;Киоск по продаже фастфудной продукции;;Токарей, 33 киоск
56.784588;60.608048;Топаз;буфет;Титова, 1, 1 этаж
56.772025;60.585999;Киоск по продаже фастфудной продукции;ИП Ревякин А.В.;Симферопольская, 26а, 1 этаж
56.902244;60.589927;Киоск по продаже фастфудной продукции;;Победы, 65а/2 киоск
56.764602;60.743679;ЖарКо;киоск быстрого питания;Альпинистов, 85а киоск
56.817308;60.603768;BOX FRITES;стритфуд-кафе;Большакова, 82Б
56.782244;60.608413;Гриль & Шаурма;киоск по продаже фастфудной продукции;Титова, 12 киоск
56.812565;60.557771;Киоск по продаже фастфудной продукции;;Белореченская, 36/8 киоск
56.98014;60.566117;Вкусноешка;магазин по продаже фастфудной продукции;Кривоусова, 34а/1
56.883871;60.010245;Магазин фастфудной продукции;;Талица, 5/1
56.682906;60.839619;Пита Хаус;кафе быстрого питания;Новая, 2а/3 киоск
56.893528;59.932798;Сударушка;сеть кафетериев;Гагарина, 73/2
56.905784;60.613958;Шаверма №1;г. Екатеринбург;Космонавтов проспект, 80в киоск
56.758799;60.587763;Навруз;бистро;Новосибирская 2-я, 10/1
56.830254;60.637567;Чебуречная;;Шарташский рынок, Восточная, 15а, 15 павильон
56.863028;60.632966;Киоск по продаже фастфудной продукции;;Учителей, 8 киоск
56.797122;60.628396;Азия-шаурма;киоск по продаже фастфудной продукции;Академика Шварца, 17 киоск
56.681587;60.582315;Магазин фастфудной продукции;;Кузнецова, 2ж
56.814011;60.639746;Киоск по продаже фастфудной продукции;;Мичурина, 230/18 киоск
56.904767;60.599813;Ем и ем;киоск по продаже фастфудной продукции;Восстания, 50/2
56.8214;60.619909;Киоск по продаже фастфудной продукции;;Тверитина, 53а киоск
56.826665;60.668917;Киоск по продаже фастфудной продукции;ИП Харатян А.С.;Байкальская, 35а киоск
56.901955;60.588836;Мега Блин;кафе быстрого питания;Победы, 65/9 киоск
56.89469;60.580141;Буфет;;Фестивальная, 8Б, 1 этаж
56.899821;60.613812;Тандырная шаурмания;;Космонавтов проспект, 41/2
56.824131;60.700213;Мир корейских салатов;магазин;40-летия Комсомола, 38а, 1 этаж
56.695582;60.835332;Киоск фастфудной продукции;;1 Мая, 27 киоск
56.797529;60.580603;Киоск по продаже фастфудной продукции;;Амундсена, 61 киоск
56.797209;60.581184;Киоск по продаже горячей кукурузы;;Экомолл Гранат, Амундсена, 63, 1 этаж
56.81112;60.5374;Шашлык & Шаурма;;Зоологическая, 5а киоск
56.858159;60.606976;Буфет;;Вокзальная, 23а
56.814149;60.639253;Киоск по продаже блинов;;Мичурина, 230/15 киоск
56.892779;60.570811;Магазин по продаже фастфудной продукции;;Автомолл Белая Башня, Донбасская, 1, 1 этаж
56.824339;60.699088;Киоск по продаже фастфудной продукции;;40-летия Комсомола, 38/3 киоск
56.768979;60.611535;Киоск по продаже фастфудной продукции;;Санаторная, 10/1 киоск
56.843292;60.696323;Grill Kebab;закусочная;Владимира Высоцкого, 50а/2
56.78778;60.511049;Киоск по продаже фастфудной продукции;;Академика Сахарова проспект, 57 киоск
56.881675;60.517701;Магазин фастфудной продукции;;Билимбаевская, 16а
56.762689;60.807513;Делаю;киоск по продаже фастфудной продукции;Бахчиванджи, 2д/8 киоск
56.806837;60.611676;Шаурма в лаваше;киоск по продаже фастфудной продукции;8 Марта, 149/4
56.829767;60.672932;Киоск по продаже фастфудной продукции;;Сибирский тракт дублёр, 2 киоск
56.761817;60.805885;БлинКо;закусочная;Бахчиванджи, 2а/11 киоск
56.904064;60.59925;Горячая выпечка из тандыра;закусочная;Восстания, 88
56.814578;60.6388;Чебурекин;магазин по продаже фастфудной продукции;Мичурина, 230/1 киоск
56.843578;60.692507;Шаурма-офис;магазин по продаже фастфудной продукции;Владимира Высоцкого, 45г/13
56.635985;60.82105;Чайная;;Маяковского, 3/1
56.858396;60.604045;А ням-ням?;буфет;Екатеринбург-Пассажирский, Вокзальная, 22, 3 этаж
56.830254;60.637567;Закусочная;;Шарташский рынок, Восточная, 15а, 4 павильон
56.814599;60.636329;Киоск по продаже фастфудной продукции;;Мичурина, 230/7 киоск
56.797079;60.628425;Киоск по продаже фастфудной продукции;;Академика Шварца, 17 киоск
56.906043;60.61393;Киоск по продаже фастфудной продукции;;Космонавтов проспект, 80Б киоск
56.782953;60.653152;Doner Kebab;киоск по продаже фастфудной продукции;Щербакова, 45
56.809552;60.563794;Киоск по продаже фастфудной продукции;;Волгоградская, 185 киоск
56.86612;60.531112;Киоск по продаже фастфудной продукции;;Надеждинская, 3 киоск
56.68522;60.840205;Магазин фастфудной продукции;;Ленина, 1в/1
56.797139;60.628614;Сахара;киоск по продаже фастфудной продукции;Академика Шварца, 17/3 киоск
56.769163;60.613414;Kebab Hause;киоск по продаже фастфудной продукции;Санаторная, 6/1 киоск
56.793388;60.519979;Кореяна;киоск по продаже готовых салатов;ТРЦ Академический, Краснолесья, 133, 1 этаж
56.791704;60.462865;Магазин продуктов;;Осоковая, 1
56.972308;60.598055;Киоск по продаже фастфудной продукции;;Петрова, 21 киоск
56.739893;60.607015;Магазин по продаже фастфудной продукции;;Бисертская, 2в
56.890269;60.631899;Киоск по продаже кондитерских изделий;ИП Ушаков В.В.;Старых Большевиков, 14/2 киоск
56.901855;59.941976;Закусочная;;Ватутина, 33/1, 1 этаж
56.695981;60.833165;Закусочная;;1 Мая, 16а
56.814876;60.63954;Чебурекоff;киоск по продаже фастфудной продукции;Мичурина, 230/58 киоск
