latitude;longitude;Название;Описание;Адрес
56.812067;60.515956;Мир здоровья;аптечный пункт;Соболева, 5, 1 этаж
56.825013;60.625109;Аптека низких цен;;Декабристов, 16/18ж, 1 этаж
56.823923;60.628056;Альянс-Медфарм;аптека;Обороны площадь, 1, 1 этаж
56.800849;60.585457;Форум Урал;сеть аптек;Амундсена, 53, 1 этаж
56.760534;60.81266;ЕК Фарма;аптека;Авиаторов, 10, 1 этаж
56.828361;60.683388;Здоровая семья;аптека;Новгородцевой, 31, 1 этаж
56.833198;60.562381;Жизнь;аптека;Токарей, 27, цокольный этаж
56.833164;60.614608;ЛАЙФ;аптека;Белинского, 30, 1 этаж
56.76912;60.61241;Аптека №215;;Санаторная, 8, 1 этаж
56.830442;60.634465;СМТ-ФАРМ;аптека;Куйбышева, 78, 1 этаж
56.973397;60.577555;Айболит плюс;сеть аптек;Кривоусова, 18д, 1 этаж
56.830598;60.542866;Будь здоров;аптека;Крауля, 73Б, сеть Монетка
56.901324;60.593699;Цито-Фарма;аптека;Победы, 70, 1 этаж
56.881384;60.51697;Столет;аптечная сеть;Билимбаевская, 15, 1 этаж, супермаркет Кировский
56.866843;60.531639;Сентябрь;аптека;Техническая, 36, 1 этаж
56.768024;60.605935;ФармМедТорг;сеть аптек;Санаторная, 19, 1 этаж
56.834946;60.661255;Стимул-плюс;аптека;Комсомольская, 76, 1 этаж
56.792189;60.624631;Здравия;аптека;Родонитовая, 18, 1 этаж
56.863058;60.558821;АнФарм;аптека;Софьи Перовской, 107, 1 этаж
56.855341;60.633652;Подорожник;аптека;Уральская, 68/1
56.883334;60.500128;Советская аптека 196;;Техническая, 154, 1 этаж
56.761972;60.705455;Китайский медицинский центр;аптека;Дагестанская, 10, 1 этаж
56.847731;60.601554;У метро Динамо;аптека;Красный переулок, 15, 1 этаж
56.910956;60.80238;Прогресс;аптека;Исакова, 4а
56.853572;60.603684;Амур;аптека;Свердлова, 25
56.805832;60.557171;Альфа-6;аптека;Академика Бардина, 17, 1 этаж
56.784925;60.544755;РАДФАРМ;аптечный пункт;Академика Семихатова Н.А. бульвар, 18
56.684588;60.840706;Арамильская аптека;сеть аптек;Ленина, 2д, 1 этаж
56.900001;60.749377;Аптека низких цен;;Академика Королёва, 6, 1 этаж
56.803259;60.557193;Твоя экономия;аптека;Академика Бардина, 23, 1 этаж
56.908788;60.592692;Фармика;аптека;Бакинских Комиссаров, 100, 1 этаж
56.901401;60.584401;Аптечная сеть ВИОЛА;аптека;Уральских Рабочих, 77, 1 этаж
56.826085;60.642526;ТД Альянс;аптека;Буторина, 11, 1 этаж
56.893831;59.958383;Аптека №458;;Комсомольская, 15/1, 1 этаж
56.833114;60.661532;МИРА-НОВА;аптека;Библиотечная, 45, 1 этаж
56.771364;60.61258;Екатерина;аптека;Ремесленный переулок, 6, 1 этаж
56.736721;60.948028;Медуница;аптека;Ленина, 129
56.903811;60.584933;АПТЕКА ВИДА;;Бакинских Комиссаров, 99, 1 этаж
56.800399;60.573227;Эвкалипт;аптека низких цен;Академика Бардина, 40/1, 1 этаж
56.821391;60.606002;РиВаДа;аптека;8 Марта, 57
56.863999;60.537763;Максимум;аптека;Техническая, 27, 1 этаж
56.84287;60.628538;Аура;аптека;Мичурина, 47
56.830815;60.621559;Forma;аптека;Мамина-Сибиряка, 193, 1 этаж
56.79275;60.499963;Радуга;аптечный пункт;Академика Сахарова проспект, 107/1, 2 этаж
56.816142;60.609697;EAPTEKA.RU;аптека;Фурманова, 52, 1 этаж
56.839003;60.581177;Лечебная косметика-1;аптечный салон;Московская, 19, 1 этаж
56.831345;60.537744;Ла Вита;аптека;Крауля, 83, 1 этаж
56.978052;60.549388;Семейный доктор;аптека;Сварщиков, 2а, 1 этаж
56.907116;60.823549;Венера;аптека;Больничный городок, 3, 1 этаж
56.775722;60.610819;Уралтехпроект;аптека;Сухоложская, 5, 1 этаж
56.787083;60.520311;Аптека;;Павла Шаманова, 16
56.899982;60.609975;Аптека семейная;;Восстания, 7
56.821737;60.57032;Да, Здоров!;сеть аптек;Посадская, 24, 1 этаж
56.75371;60.690739;ABC;аптека;Орденоносцев, 10, 1 этаж
56.795714;59.904074;Вегур;аптека;Олега Кошевого, 13
56.890257;60.611758;Ай-Болит;аптека;Кузнецова, 14, 1 этаж
56.983828;60.550593;Арм-Мед Здоровье;аптека;Машиностроителей, 6Б, 1 этаж
56.867063;60.533955;Арония;аптека;Надеждинская, 9а, 1 этаж
56.90448;59.944228;Новая Больница;сеть аптек;Ватутина, 38, 1 этаж
56.802169;60.568758;Семейная аптека;;Академика Бардина, 30, 1 этаж
56.984253;60.555478;Айболит;;Уральских Рабочих, 46, 1 этаж
56.855343;60.571753;Эрис;сеть аптек;Черепанова, 30, 1 этаж
56.856803;60.566668;Алория;аптека;Черепанова, 28
56.780053;60.880096;Фарм Групп НТ;аптека;Главная, 17, 1 этаж
56.837453;60.630081;Здоровье и красота;аптека;Малышева, 87, 1 этаж
56.700595;60.846433;А2;сеть аптек;Рабочая, 104, 1 этаж
56.836904;60.552861;Гранат;аптека низких цен;Заводская, 20
56.908401;60.800154;Компаньон;сеть аптек;Красных Героев, 6а, 1 этаж
56.912471;60.611404;Ранкая;аптека;Космонавтов проспект, 71
56.804439;59.909041;Долголетие;сеть аптек;Максима Горького, 12, 1 этаж
56.802646;60.626137;Эпиона;аптека;Трактористов переулок, 9, 1 этаж
56.83958;60.571598;Дельта;аптека низких цен;Верх-Исетский бульвар, 18
56.771987;60.585787;Ека-Фарм;аптека;Симферопольская, 26а, 1 этаж
56.802119;60.602581;А2;аптека;Авиационная, 10, 1 этаж, супермаркет Верный
56.782814;60.881192;Медэнергофарм;аптека;Главная, 18Б
56.700833;60.829054;Арамильская фармацевтическая компания;аптека;Пролетарская, 2а, 1 этаж
56.835388;60.550798;Дария;аптека;Татищева, 77, 1 этаж
56.830638;60.557223;Формула Здоровья;аптечный пункт;Крауля, 48/1, 1 этаж
56.754708;60.702549;Первоцвет;аптека низких цен;Грибоедова, 23, 1 этаж
56.813875;60.549563;Атравматика-МедСервис;аптека;ДЦ Олимп, Начдива Васильева, 1/4, 1 этаж
56.885583;60.509215;Октябрь;аптека;Билимбаевская, 30, 1 этаж
56.816862;60.562976;Твоя экономия;аптека;ТЦ GoodMart, Белореченская, 28, 1 этаж
56.978528;60.563373;Прогресс;аптечный пункт;Чайковского, 39, 1 этаж
56.824611;60.708235;Радуга;аптека;ТК Лента, Сибирский тракт дублёр, 19/1, 1 этаж
56.822255;60.628859;Аптека;ИП Ахмерова А.Л.;Тверитина, 19, 1 этаж
56.832758;60.672624;Медицинский сервис;аптека;Новгородцевой, 11Б, 1 этаж
56.799792;60.593945;ТАБЛЕТКА+;аптечная сеть;Московская, 200, 1 этаж
56.898989;60.749779;Прия Фарм;аптека;Толбухина, 11, 1 этаж
56.862037;60.647536;Равновесие;аптека;Боровая, 19, 1 этаж
56.760909;60.701938;НАША АПТЕКА;;Инженерная, 75, 1 этаж
56.984782;60.472363;Сугрэс;аптечный пункт;Парижской Коммуны, 3а, 1 этаж
56.779022;60.54777;АФМ сервис;аптека;ТЦ Краснолесье, Краснолесья, 12а, 1 этаж
56.677164;60.806472;ЭЙВА;аптечная сеть;Колхозная, 18, 1 этаж
56.749036;60.607024;Екатеринбург-Фармация;аптека;Селькоровская, 100/1, 1 этаж
56.851043;60.594358;Волга;аптека;Челюскинцев, 62, 1 этаж
56.816114;60.59281;Байкал;аптека;Большакова, 149, 1 этаж
56.818418;60.583771;Аирмед;аптека;Посадская, 77, 1 этаж
56.9035;59.942307;Аптека низких цен;;Ватутина, 37
56.818034;60.618607;Инвет;аптека;УрГАУ, Белинского, 112а, 1 этаж
56.714779;60.773888;Ваше здоровье;аптечный пункт;Ленина, 148а
56.890156;60.581347;Аптека;ИП Гайсина И.А.;Культуры, 28, 1 этаж
56.795586;59.90506;Аптека низких цен;;Олега Кошевого, 15, 1 этаж
56.85735;60.604998;Здрава;аптечный пункт;Челюскинцев, 27, 1 этаж
56.738164;60.961189;Лексервис;аптека;Кузнечная, 13
56.911613;59.922414;Лекарь;аптека;Емлина, 10, 1 этаж
56.997125;60.60731;АГАТ-ФАРМ;аптека;Первомайская, 36, 1 этаж
56.750192;60.79992;Здоровые люди;аптека;Аэропорт Кольцово, Бахчиванджи площадь, 1, терминал А, 2 этаж
56.854156;60.557742;Забота;аптека;Опалихинская, 27, 1 этаж, магазин Пятерочка
56.913088;59.957085;Новая Аптека;сеть аптек;Строителей, 32Б, цокольный этаж
56.634681;60.829746;Здоровье;аптека;Свердлова, 34
56.710453;60.950123;Альянс;аптечный пункт;Светлый посёлок, 7а, 1 этаж
56.901937;59.944086;Ваш доктор;аптека;Герцена, 14
56.956737;60.679608;Аптечный пункт;ИП Кардашина Т.И.;Верстовая, 6
56.897034;59.939714;Уралнет;сеть аптек;Металлургов, 6, 1 этаж
56.804115;59.909638;Гармония;аптечный пункт;Максима Горького, 9, 1 этаж
56.901524;60.62091;Целитель;Аптека низких цен;Фрезеровщиков, 27, 1 этаж
56.894327;59.937187;УралЦентроМед;аптечный пункт;Гагарина, 36а, 1 этаж
56.909579;59.931582;Гранд Фармация;аптека;ТЦ Марс, Космонавтов проспект, 13
56.688163;60.837464;Камелия;аптека;1 Мая, 75, 1 этаж
56.736814;60.966896;Аптека 5+;;Ленина, 48
56.716171;60.787589;Эффект;аптечный пункт;Кооперативная, 2
56.695616;60.834307;Аптека ПЛЮС;;1 Мая, 27, 1 этаж
56.636092;60.826118;Виола;аптека;Свердлова, 45/1
56.970246;60.350849;Исеть;аптечный пункт;Мира, 20, 1 этаж
56.799529;59.902073;Аптека №1;;Мира, 3
56.851602;60.129963;Аптечный пункт;;Геологический переулок, 3
56.806229;60.552455;Аптека;;Академика Бардина, 9а
56.71366;60.92186;Аптека;ИП Титова Г.И.;Заводская, 12
56.690483;60.511561;Авантаж;аптека;Колхозная, 14, 1 этаж
56.802848;59.93073;Здрава;аптека;Карла Либкнехта, 27, 1 этаж
56.952902;60.600694;Наша;аптека;Безымянный переулок, 1а лит Б
56.910331;59.962499;Ваш доктор;аптека;Вайнера, 21, 1 этаж
56.80015;59.934345;ВитаЭкспресс;аптека;Ленина, 20
56.856553;60.633589;Живика;сеть аптек;Уральская, 61, 1 этаж
56.827432;60.601895;Планета здоровья;аптеки;Куйбышева, 57
56.827888;60.588525;УГМК-Здоровье;сеть аптек;Шейнкмана, 73, 1 этаж
56.831062;60.636288;ВитаЭкспресс;сеть аптек;Восточная, 13, 1 этаж
56.797519;60.762943;ТриА;аптека;Латвийская, 55, 1 помещение, 1 этаж
56.857078;60.604681;Фармаимпекс;аптека;Челюскинцев, 25
56.839962;60.646063;Здоровье;сеть аптек;Гагарина, 22, 1 этаж
56.792691;60.617447;СЛАВИЯ;аптека;Родонитовая, 3/1, 1 этаж
56.836871;60.594489;Городская центральная аптека;;Вайнера, 8, 1 этаж
56.833091;60.659146;Диолла;аптека;Библиотечная, 43, 1 этаж
56.822268;60.624094;Премьер-Фарм;сеть аптек;Тверитина, 38/1, 1 этаж
56.853617;60.634116;Аптека66Плюс;;Советская, 25, 1 этаж
56.840107;60.646009;Фармленд;сеть аптек;Гагарина, 22, 1 этаж
56.781185;60.551829;Витаминка;аптека;Академика Семихатова Н.А. бульвар, 6, 1 этаж
56.830882;60.583715;Центральная гомеопатическая аптека;;Московская, 28
56.795589;60.615248;Государственная аптека;;Академика Шварца, 4, 1 этаж
56.903295;60.614571;КЛАССИКА;сеть аптек;Космонавтов проспект, 74, 1 этаж
56.840892;60.676561;Знахарь;сеть аптек;Владимира Высоцкого, 10, 1 этаж
56.805857;60.557103;Аптека от склада;сеть аптек;Академика Бардина, 17, 1 этаж
56.790159;60.644146;Новая больница;сеть аптек;Щербакова, 3/1, 1 этаж
56.890886;60.597443;Здравница;сеть аптек;Кировградская, 28, 1 этаж
56.853409;60.555383;Здравствуй;сеть аптек;Опалихинская, 31
56.889862;60.631031;Лекон-Фарм;сеть аптек;Краснофлотцев, 19, 1 этаж
56.867765;60.557801;Екатеринбургфарм;сеть аптек;Пехотинцев, 13, 1 этаж
56.886846;60.615787;Авант ЛТД;сеть аптек;Баумана, 2, 1 этаж
56.9003;60.61836;Благодар;аптека;Старых Большевиков, 77, 1 этаж
56.978273;60.564078;Центральная районная аптека №57;;Чайковского, 37, 1 этаж
56.834513;60.622106;Аптека Здорово;;Луначарского, 182, 1 этаж
56.810966;60.513499;БРУСНИКА;аптека;ЖК Аврора, Соболева, 19, 1 этаж
56.688678;60.517576;ОФИЦИНА;аптека;ЦК Горный Щит, Ленина, 12а, 1 этаж
56.784024;60.54187;Биофармация;аптека;Чкалова, 239, 1 этаж
56.897266;60.594809;Айболит;аптека;Уральских Рабочих, 49, 1 этаж
56.812395;60.603511;Фармация;сеть аптек;Уктусская, 31, 1 этаж
56.817084;60.606124;Валета;аптека;Большакова, 95, 1 этаж
56.82237;60.542877;Алоэ;сеть аптек;Викулова, 61/4, 1 этаж
56.855855;60.604838;Живика;сеть аптек;Свердлова, 66, 1 этаж
56.789455;60.515785;Планета здоровья;аптеки;Вильгельма де Геннина, 45, 1 этаж
56.795065;59.971586;УГМК-Здоровье;сеть аптек;Кирзавод, 4, 1 этаж
56.854276;60.635418;ВитаЭкспресс;сеть аптек;Уральская, 70, 2 этаж
56.813582;60.621246;Валета;аптека;Белинского, 132, 1 этаж
56.884137;60.498921;Магис-Фарм;сеть аптек;Техническая, 160
56.834752;60.684796;Фармаимпекс;аптека;Сиреневый бульвар, 1, 1 этаж
56.889476;60.573145;Шалфей;аптека низких цен;22 Партсъезда, 20
56.800896;60.571623;Здоровье;сеть аптек;Академика Бардина, 34, 1 этаж
56.793625;60.621671;Йодлик;аптека;Родонитовая, 15, 1 этаж
56.902041;60.612662;Городская центральная аптека;;Космонавтов проспект, 45
56.841036;60.63021;Аптечный Мир;сеть аптек;Ленина проспект, 56, 1 этаж
56.851044;60.574612;Диолла;аптека;Колмогорова, 73 к1, 1 этаж
56.828188;60.588583;Премьер-Фарм;сеть аптек;Радищева, 33, 1 этаж
56.817763;60.562444;Аптека66Плюс;;Шаумяна, 100, 1 этаж
56.85173;60.656705;Мелодия Здоровья;сеть аптек;Комсомольская, 17, 1 этаж
56.814401;60.614358;Фармленд;сеть аптек;Чапаева, 30
56.768322;60.607658;Виктория-Фарм;сеть аптек;Санаторная, 15, 1 этаж
56.844816;60.5757;Витаминка;аптека;Папанина, 5, 1 этаж
56.849952;60.564822;Медея;сеть аптек;Опалихинская, 16, 1 этаж
56.812184;60.607335;Центральная гомеопатическая аптека;;8 Марта, 120Б, 1 этаж
56.859622;60.620705;КЛАССИКА;сеть аптек;Смазчиков, 3, 1 этаж
56.812743;60.599172;Радуга;аптечная сеть;Фрунзе, 78, 3 помещение
56.837632;60.545724;Знахарь;сеть аптек;Татищева, 92
56.834488;60.684775;Аптека от склада;сеть аптек;Сиреневый бульвар, 1, 1 этаж
56.816319;60.585917;Диана;сеть аптек;ТРЦ ФанФан, Ясная, 2, 1 этаж
56.838425;60.553216;Новая больница;сеть аптек;Заводская, 12, 1 этаж
56.8288;60.590798;А-МЕГА;аптека;Радищева, 33, 1 этаж
56.861986;60.651121;Здравница;сеть аптек;Сулимова, 4, 1 этаж
56.787054;60.51124;Фармика;аптека;Академика Сахарова проспект, 57, 1 этаж
56.8356;60.634613;Здравствуй;сеть аптек;Восточная, 7ж, 1 этаж
56.892142;60.601567;Лекон-Фарм;сеть аптек;Ильича, 28
56.761535;60.815176;Лекарства Урала;сеть аптек;Авиаторов, 1, 1 этаж
56.852698;60.604531;Екатеринбургфарм;сеть аптек;Свердлова, 11, 1 этаж
56.636228;60.586162;Зеленая Аптека;сеть аптек;Ленина, 16, 1 этаж
56.77129;60.600552;АПТЕКА ПОДОРОЖНИК;;Ферганская, 1
56.817013;60.564362;Городские аптеки;;Шаумяна, 96, 1 этаж
56.851227;60.630825;Авант ЛТД;сеть аптек;Советская, 12, 1 этаж, магазин Пятёрочка
56.772652;60.599688;Лавита;сеть аптек;Патриса Лумумбы, 4/4, 1 этаж, гипермаркет РАЙТ
56.819239;60.539867;Благодар;аптека;Репина, 88
56.796941;60.512077;Мира;аптечная сеть;Рябинина, 19, 1 этаж
56.965684;60.609825;Центральная районная аптека №57;;Победы, 5
56.9822;60.553352;Аптека24.ру;сеть аптек;Уральских Рабочих, 50, 1 этаж
56.868732;60.553642;Аптека низких цен;;Бебеля, 156, 1 этаж
56.906621;60.621895;ДНК;аптека;Шефская, 108, 1 этаж
