latitude;longitude;Название;Описание;Адрес
56.827543;60.58636;Arbat Lounge;центр паровых коктейлей;Московская, 75, 1 этаж
56.802895;60.62715;Моя бабушка курит трубку;лаунж-бар;Трактористов переулок, 3
56.835991;60.614245;Дым Кудрявый;центр паровых коктейлей;БЦ Высоцкий, Малышева, 51, 50 этаж
56.834976;60.592079;Другое место;;Попова, 7, цокольный этаж
56.827651;60.59436;Monkey bar;центр паровых коктейлей;Хохрякова, 72, 1 этаж
56.831984;60.615216;Чайная на Белинского;;Белинского, 32, 1 этаж, левое крыло
56.817896;60.541712;Gucci Gang;центр паровых коктейлей;Волгоградская, 222, цокольный этаж
56.809971;60.601253;Не Черный;бар;Сурикова, 47, цокольный этаж
56.829296;60.59433;X61 lounge bar;;Хохрякова, 61, 1 этаж
56.828289;60.589248;BLACK HOOKAH;центр паровых коктейлей;Радищева, 33, 2 этаж
56.831877;60.600884;ILAN hookah bar;центр паровых коктейлей;8 Марта, 31, 1 этаж
56.806245;60.614753;С Душой;лаундж-бар;Степана Разина, 95, 28 офис, 1 этаж
56.833862;60.603135;Гепард lounge;;Добролюбова, 2Б, цокольный этаж
56.835826;60.621125;NaPare;центр паровых коктейлей;Малышева, 92, 1 этаж, вход с ул. Луначарского
56.840183;60.636962;Шахта;центр паровых коктейлей;Генеральская, 6, цокольный этаж
56.984856;60.565031;MALINA AROMA ROOM;;Юбилейная, 1, 1 этаж
56.850654;60.593778;Library smoke;;Челюскинцев, 60, цокольный этаж
56.809835;60.56632;Cafe Shop Офис;центр паровых коктейлей;Волгоградская, 178, цокольный этаж
56.786239;60.525285;Сфера;центр паровых коктейлей;Анатолия Мехренцева, 42
56.843274;60.6151;Maharaja Smoke;;Тургенева, 22, 103 офис, 1 этаж
56.800422;59.909402;Мята Lounge;центр паровых коктейлей;Максима Горького, 19Б, 1 этаж
56.911912;59.961543;Мята;центр паровых коктейлей;Вайнера, 27Б, 1 этаж
56.835503;60.598966;Evil Angel;центр паровых коктейлей;ТЦ Мытный Двор, 8 Марта, 8д, 23 помещение, 2 этаж, 4 подъезд
56.804171;60.612899;Black Lion;центр паровых коктейлей;8 Марта, 171, 1 этаж
56.830545;60.548319;Old bar;центр паровых коктейлей;Крауля, 63
56.835572;60.596593;UNDER SMOKE;лаундж-бар;Банковский переулок, 8, цокольный этаж
56.842228;60.579949;BANKA;центр паровых коктейлей;Северный переулок, 2а
56.852121;60.616809;MOE`S;центр паровых коктейлей;Луначарского, 49, цокольный этаж
56.862248;60.630961;Smoky One;центр паровых коктейлей;Сулимова, 59
56.840816;60.629627;Smoke Project;центр паровых коктейлей;Ленина проспект, 56, цокольный этаж
56.833585;60.598673;SmoKing hookah;центр паровых коктейлей;Малышева, 42а, 1 этаж
56.890986;60.631213;Lounge club WataKaT;центр паровых коктейлей;Старых Большевиков, 16, цокольный этаж
56.837362;60.628612;BS LOUNGE BAR;центр паровых коктейлей;Малышева, 85, цокольный этаж
56.841902;60.613054;Чистый Кайф;центр паровых коктейлей;Первомайская, 24а
56.811284;60.608716;Цоколь;центр паровых коктейлей;8 Марта, 130, цокольный этаж
56.847412;60.62025;King Of Smoke;центр паровых коктейлей;Кузнечная, 82, 1 этаж
56.813059;60.590703;KARAT Lounge;центр паровых коктейлей;Московская, 195, 2 этаж
56.837104;60.621129;The Mafia lounge club;центр паровых коктейлей;Луначарского, 136, 1 этаж
56.842899;60.621493;Da Vinci;центр паровых коктейлей;Первомайская, 40
56.88856;60.612884;DEEP LOUNGE;;ТЦ Стрелка, Космонавтов проспект, 23а, цокольный этаж
56.904661;59.956791;Sheikh;бар;Ильича проспект, 33, 1 этаж
56.843228;60.625672;VOOJO PEOPLE;клуб;Первомайская, 56
56.836392;60.553759;Brend Smoke;центр паровых коктейлей;Заводская, 11, цокольный этаж
56.83039;60.612699;JaK Lounge;лаундж-клуб;Карла Маркса, 16, цокольный этаж
56.894862;60.627565;Dark Paradise Lounge;центр паровых коктейлей;Энтузиастов, 27, цокольный этаж
56.848578;60.571982;Lounge IRON;центр паровых коктейлей;Одинарка, 1, цокольный этаж
56.789956;60.644717;Impulse Hookah Bar;;Щербакова, 3Б, цокольный этаж
56.77685;60.661815;Vinograd Lounge-bar;;Щербакова, 77 к5, 2 этаж
56.834372;60.688747;Speak Easy;;Сыромолотова, 28а, 2 этаж
56.694756;60.833682;SmokeHouse;центр паровых коктейлей;1 Мая, 30, 2 этаж
56.830289;60.600887;SK SmoKing club;;8 Марта, 32, цокольный этаж
56.831135;60.59909;Apte4ka;центр паровых коктейлей;Офисный дом Суворов, Радищева, 6а, 1 этаж
56.868035;60.528834;Baku Nigts Lounge;центр паровых коктейлей;Техническая, 42
56.829491;60.592641;Darkness;центр паровых коктейлей;Радищева, 31, 1 этаж
56.755911;60.698072;Napas-Hookah Bar;центр паровых коктейлей;Профсоюзная, 26, цокольный этаж
