latitude;longitude;Название;Описание;Адрес
56.838541;60.554418;Сытый Екатеринбург;банкетный зал;Центр культуры Верх-Исетский, Субботников площадь, 1, 1 этаж
56.81699;60.663336;Luna;банкетный зал;РЦ Луна, Сибирский тракт, 34Б
56.844405;60.600584;Динамо;кафе;СК Динамо, Ерёмина, 12, 1 этаж
56.911543;60.58687;Пельмень;кафе-пельменная;Коммунистическая, 119, 1 этаж
56.845592;60.640747;Метрополия;банкетный зал;РЦ Метрополия, Первомайская, 75а, 2 этаж
56.773272;60.623255;Рандеву;кафе-бар;Самолётная, 55, 1 этаж
56.8217;60.587822;Люмьер;банкетный зал;Шейнкмана, 110а
56.82294;60.587879;Монреаль;банкетная площадка;Шейнкмана, 110а
56.74536;60.60471;Наш двор;кафе;Селькоровская, 114в
;;Ромашка;банкетный зал;Ревда (Ревда городской округ)
56.709515;60.733441;Трактир;банкетный зал;Аквамариновая, 1к
56.68912;60.09464;Оранжерея;банкетный зал;Лесозаводская, 2а
56.984083;60.472374;Славянка;банкетный зал;Парижской Коммуны, 5, цокольный этаж
56.904783;59.95123;Dolce vita;банкетная компания;ТРЦ Строитель, Ильича проспект, 31, 1 этаж
56.796454;60.612012;Happy baby;детская игровая площадка;Ботаника Молл, Академика Шварца, 1, 2 этаж
56.811134;60.60993;Штолле;сеть пироговых;8 Марта, 123, 1 этаж
56.839972;60.614753;Кафе 51;банкетный зал на крыше;Ленина проспект, 49, 2 этаж
56.828281;60.593518;Ребрышковая;сеть ресторанов;Хохрякова, 72, 1 этаж
56.792507;60.632451;Космос;банкетный зал;Крестинского, 57/1
56.821101;60.608195;Эклер;сеть кафе;Степана Разина, 16
56.843234;60.643929;Штолле;сеть пироговых;Ленина проспект, 101, 1 этаж
56.804264;60.603076;Ребрышковая;сеть ресторанов;Циолковского, 29, 1 этаж
56.872397;60.515269;Сытый Екатеринбург;банкетный зал;БД СоветникЪ, Маневровая, 9, 1 этаж
56.854482;60.556927;Штолле;сеть пироговых;Опалихинская, 44, 1 этаж
56.836555;60.574843;Министерство Идей;агентство продающего контента;Верх-Исетский бульвар, 13н, 2 этаж
56.900697;60.595713;Центр цифровой печати;;Победы, 42, 1 этаж
56.833947;60.628994;Панда Фото;фотосалон;Бажова, 161, 1 этаж
56.784588;60.608048;FUJIFILM;фотокопицентр;Титова, 1, 6 офис, 1 этаж
56.809913;60.619254;Ваш фотограф;студия красивой фотографии;Щорса, 56, 19 офис, 2 этаж
56.837673;60.62749;Домашняя студия;видеостудия;Бажова, 125, 7 офис, 1 этаж
56.831252;60.600616;EkFoto.ru;студия фотопечати;8 Марта, 28/2, 2 этаж
56.817048;60.620118;Фотосалон;ИП Снатенков С.А.;Белинского, 112
56.827382;60.594243;4 сезона;фотоцентр;Хохрякова, 74, 1 этаж
56.836717;60.610168;ИгРек Продакшн;;Толмачёва, 11, 4 этаж, левое крыло
56.820144;60.591459;Восход;рекламное агентство;Шейнкмана, 119, 3 этаж
56.841134;60.611666;Фантазия;фотовидеостудия;Карла Либкнехта, 22, 503 офис, 5 этаж
56.856289;60.598804;Уральская школа креатива;;ТЦ Свердловск, Героев России, 2, 5 офис, 4 этаж
56.831268;60.599053;А-Групп;рекламное агентство;Офисный дом Суворов, Радищева, 6а, 1601 офис, 16 этаж, 1 подъезд
56.844405;60.600584;7 Лучей;студия дизайна и маркетинга;СК Динамо, Ерёмина, 12, 207 офис
56.838437;60.62261;FAME STUDIO production;фотовидеостудия;Ленина проспект, 50д, 209 офис, 2 этаж
56.840997;60.634277;VESNA;фотостудия;Чебышева, 6, 427 офис, 4 этаж
56.839417;60.610257;StreetArt;рекламное агентство;Ленина проспект, 41, 703 офис, 7 этаж
56.898367;60.592289;Центр цифровых услуг;ИП Шестаков А.Г.;ТЦ Каньон, 40 лет Октября, 54, 2.10 бутик, 2 этаж
56.835549;60.585131;Groove Rеcords;студия звукозаписи;Шейнкмана, 20, 2 этаж
56.838297;60.623974;Третье декабря;кинокомпания;Ленина проспект, 50ж, 316 офис, 3 этаж
56.84204;60.574008;Мастер;видеопроизводственная студия;Хомякова, 20, 1 этаж
56.842444;60.631067;Компания Киногород;продюсерский центр;Восточная, 56, 1205 офис, 12 этаж
56.809844;60.566643;Детская киностудия;;Волгоградская, 178, цокольный этаж
56.960467;60.591811;Maderus;многопрофильная компания;Сыромолотова, 2
